order_id,product,quantity_ordered,price_each,order_date,month,total_sales,total_quantity_sold_all_months,quantity_sold_that_month,quantity_sold_last_month,product_encoded,short_product
144907,USB-C Charging Cable,2,11.95,2019-01-15 13:10:00,January,23.9,23555,1265,3200,15,USB-C Char
144554,USB-C Charging Cable,1,11.95,2019-01-15 13:11:00,January,11.95,23555,1265,3200,15,USB-C Char
144141,Lightning Charging Cable,1,14.95,2019-01-15 13:14:00,January,14.95,22841,1132,3052,12,Lightning 
149301,AAA Batteries (4-pack),2,2.99,2019-01-15 13:16:00,January,5.98,30487,1562,4188,5,AAA Batter
141898,Flatscreen TV,1,300.0,2019-01-15 13:17:00,January,300.0,4724,240,657,8,Flatscreen
148993,Apple Airpods Headphones,1,150.0,2019-01-15 13:22:00,January,150.0,15383,798,2057,6,Apple Airp
143769,27in FHD Monitor,1,149.99,2019-01-15 13:29:00,January,149.99,7429,412,950,2,27in FHD M
143579,Apple Airpods Headphones,1,150.0,2019-01-15 13:30:00,January,150.0,15383,798,2057,6,Apple Airp
146773,AAA Batteries (4-pack),1,2.99,2019-01-15 13:37:00,January,2.99,30487,1562,4188,5,AAA Batter
149949,USB-C Charging Cable,1,11.95,2019-01-15 13:40:00,January,11.95,23555,1265,3200,15,USB-C Char
146764,AA Batteries (4-pack),1,3.84,2019-01-15 13:42:00,January,3.84,27148,1398,3672,4,AA Batteri
142533,AA Batteries (4-pack),1,3.84,2019-01-15 13:45:00,January,3.84,27148,1398,3672,4,AA Batteri
149440,Wired Headphones,1,11.99,2019-01-15 13:52:00,January,11.99,20201,1057,2714,17,Wired Head
148273,34in Ultrawide Monitor,1,379.99,2019-01-15 13:57:00,January,379.99,6076,305,842,3,34in Ultra
142009,iPhone,1,700.0,2019-01-15 13:59:00,January,700.0,6732,372,895,18,iPhone
144151,LG Dryer,1,600.0,2019-01-15 14:15:00,January,600.0,640,39,86,10,LG Dryer
145408,Lightning Charging Cable,1,14.95,2019-01-15 14:18:00,January,14.95,22841,1132,3052,12,Lightning 
141668,Lightning Charging Cable,1,14.95,2019-01-15 14:18:00,January,14.95,22841,1132,3052,12,Lightning 
145715,LG Dryer,1,600.0,2019-01-15 14:19:00,January,600.0,640,39,86,10,LG Dryer
150500,AAA Batteries (4-pack),2,2.99,2019-01-15 14:21:00,January,5.98,30487,1562,4188,5,AAA Batter
150466,27in FHD Monitor,1,149.99,2019-01-15 14:26:00,January,149.99,7429,412,950,2,27in FHD M
143064,USB-C Charging Cable,1,11.95,2019-01-15 14:26:00,January,11.95,23555,1265,3200,15,USB-C Char
146223,LG Dryer,1,600.0,2019-01-15 14:26:00,January,600.0,640,39,86,10,LG Dryer
146270,USB-C Charging Cable,1,11.95,2019-01-15 14:28:00,January,11.95,23555,1265,3200,15,USB-C Char
149473,27in 4K Gaming Monitor,1,389.99,2019-01-15 14:29:00,January,389.99,6134,308,851,1,27in 4K Ga
145909,Lightning Charging Cable,1,14.95,2019-01-15 14:31:00,January,14.95,22841,1132,3052,12,Lightning 
149624,Lightning Charging Cable,1,14.95,2019-01-15 14:33:00,January,14.95,22841,1132,3052,12,Lightning 
147766,Wired Headphones,1,11.99,2019-01-15 14:39:00,January,11.99,20201,1057,2714,17,Wired Head
144295,USB-C Charging Cable,1,11.95,2019-01-15 14:39:00,January,11.95,23555,1265,3200,15,USB-C Char
145695,AAA Batteries (4-pack),1,2.99,2019-01-15 14:49:00,January,2.99,30487,1562,4188,5,AAA Batter
148238,AAA Batteries (4-pack),1,2.99,2019-01-15 14:49:00,January,2.99,30487,1562,4188,5,AAA Batter
148945,Google Phone,1,600.0,2019-01-15 14:51:00,January,600.0,5440,312,706,9,Google Pho
146462,AA Batteries (4-pack),1,3.84,2019-01-15 14:52:00,January,3.84,27148,1398,3672,4,AA Batteri
145599,Lightning Charging Cable,1,14.95,2019-01-15 15:00:00,January,14.95,22841,1132,3052,12,Lightning 
147126,AAA Batteries (4-pack),2,2.99,2019-01-15 15:02:00,January,5.98,30487,1562,4188,5,AAA Batter
149463,20in Monitor,1,109.99,2019-01-15 15:04:00,January,109.99,4058,216,563,0,20in Monit
141838,Wired Headphones,1,11.99,2019-01-15 15:07:00,January,11.99,20201,1057,2714,17,Wired Head
144195,Bose SoundSport Headphones,1,99.99,2019-01-15 15:14:00,January,99.99,13236,644,1807,7,Bose Sound
143204,AA Batteries (4-pack),2,3.84,2019-01-15 15:16:00,January,7.68,27148,1398,3672,4,AA Batteri
146420,Wired Headphones,1,11.99,2019-01-15 15:21:00,January,11.99,20201,1057,2714,17,Wired Head
150192,Vareebadd Phone,1,400.0,2019-01-15 15:24:00,January,400.0,2023,124,279,16,Vareebadd 
148191,AA Batteries (4-pack),1,3.84,2019-01-15 15:25:00,January,3.84,27148,1398,3672,4,AA Batteri
142629,Apple Airpods Headphones,1,150.0,2019-01-15 15:28:00,January,150.0,15383,798,2057,6,Apple Airp
145455,Wired Headphones,1,11.99,2019-01-15 15:28:00,January,11.99,20201,1057,2714,17,Wired Head
143580,27in 4K Gaming Monitor,1,389.99,2019-01-15 15:34:00,January,389.99,6134,308,851,1,27in 4K Ga
149009,AAA Batteries (4-pack),1,2.99,2019-01-15 15:35:00,January,2.99,30487,1562,4188,5,AAA Batter
147192,USB-C Charging Cable,1,11.95,2019-01-15 15:37:00,January,11.95,23555,1265,3200,15,USB-C Char
145542,AA Batteries (4-pack),2,3.84,2019-01-15 15:37:00,January,7.68,27148,1398,3672,4,AA Batteri
149196,Vareebadd Phone,1,400.0,2019-01-15 15:41:00,January,400.0,2023,124,279,16,Vareebadd 
149508,LG Washing Machine,1,600.0,2019-01-15 15:47:00,January,600.0,649,39,78,11,LG Washing
146790,Lightning Charging Cable,1,14.95,2019-01-15 15:49:00,January,14.95,22841,1132,3052,12,Lightning 
146918,USB-C Charging Cable,1,11.95,2019-01-15 15:51:00,January,11.95,23555,1265,3200,15,USB-C Char
143357,AAA Batteries (4-pack),1,2.99,2019-01-15 15:52:00,January,2.99,30487,1562,4188,5,AAA Batter
141563,USB-C Charging Cable,1,11.95,2019-01-15 15:52:00,January,11.95,23555,1265,3200,15,USB-C Char
147234,Apple Airpods Headphones,1,150.0,2019-01-15 15:52:00,January,150.0,15383,798,2057,6,Apple Airp
143357,27in 4K Gaming Monitor,1,389.99,2019-01-15 15:52:00,January,389.99,6134,308,851,1,27in 4K Ga
145643,ThinkPad Laptop,1,999.99,2019-01-15 15:53:00,January,999.99,4054,214,531,14,ThinkPad L
146146,ThinkPad Laptop,1,999.99,2019-01-15 16:00:00,January,999.99,4054,214,531,14,ThinkPad L
144873,USB-C Charging Cable,1,11.95,2019-01-15 16:03:00,January,11.95,23555,1265,3200,15,USB-C Char
143189,27in FHD Monitor,1,149.99,2019-01-15 16:18:00,January,149.99,7429,412,950,2,27in FHD M
148059,USB-C Charging Cable,1,11.95,2019-01-15 16:24:00,January,11.95,23555,1265,3200,15,USB-C Char
149186,Bose SoundSport Headphones,1,99.99,2019-01-15 16:34:00,January,99.99,13236,644,1807,7,Bose Sound
149557,USB-C Charging Cable,1,11.95,2019-01-15 16:37:00,January,11.95,23555,1265,3200,15,USB-C Char
142617,Macbook Pro Laptop,1,1700.0,2019-01-15 16:38:00,January,1700.0,4645,233,636,13,Macbook Pr
146929,Lightning Charging Cable,2,14.95,2019-01-15 16:50:00,January,29.9,22841,1132,3052,12,Lightning 
146208,AA Batteries (4-pack),1,3.84,2019-01-15 17:00:00,January,3.84,27148,1398,3672,4,AA Batteri
144610,Wired Headphones,1,11.99,2019-01-15 17:00:00,January,11.99,20201,1057,2714,17,Wired Head
145089,AA Batteries (4-pack),1,3.84,2019-01-15 17:06:00,January,3.84,27148,1398,3672,4,AA Batteri
146551,USB-C Charging Cable,1,11.95,2019-01-15 17:14:00,January,11.95,23555,1265,3200,15,USB-C Char
144950,AAA Batteries (4-pack),1,2.99,2019-01-15 17:16:00,January,2.99,30487,1562,4188,5,AAA Batter
148663,USB-C Charging Cable,1,11.95,2019-01-15 17:18:00,January,11.95,23555,1265,3200,15,USB-C Char
148663,AAA Batteries (4-pack),1,2.99,2019-01-15 17:18:00,January,2.99,30487,1562,4188,5,AAA Batter
146443,Flatscreen TV,1,300.0,2019-01-15 17:19:00,January,300.0,4724,240,657,8,Flatscreen
144618,27in 4K Gaming Monitor,1,389.99,2019-01-15 17:27:00,January,389.99,6134,308,851,1,27in 4K Ga
149543,Lightning Charging Cable,1,14.95,2019-01-15 17:28:00,January,14.95,22841,1132,3052,12,Lightning 
142158,Wired Headphones,1,11.99,2019-01-15 17:32:00,January,11.99,20201,1057,2714,17,Wired Head
149891,Apple Airpods Headphones,1,150.0,2019-01-15 17:36:00,January,150.0,15383,798,2057,6,Apple Airp
141966,Lightning Charging Cable,1,14.95,2019-01-15 17:43:00,January,14.95,22841,1132,3052,12,Lightning 
150390,Vareebadd Phone,1,400.0,2019-01-15 17:45:00,January,400.0,2023,124,279,16,Vareebadd 
143587,iPhone,1,700.0,2019-01-15 17:48:00,January,700.0,6732,372,895,18,iPhone
146195,Lightning Charging Cable,1,14.95,2019-01-15 17:49:00,January,14.95,22841,1132,3052,12,Lightning 
149361,Apple Airpods Headphones,1,150.0,2019-01-15 17:55:00,January,150.0,15383,798,2057,6,Apple Airp
149282,USB-C Charging Cable,1,11.95,2019-01-15 17:55:00,January,11.95,23555,1265,3200,15,USB-C Char
145686,ThinkPad Laptop,1,999.99,2019-01-15 17:55:00,January,999.99,4054,214,531,14,ThinkPad L
141531,Flatscreen TV,1,300.0,2019-01-15 18:03:00,January,300.0,4724,240,657,8,Flatscreen
145375,34in Ultrawide Monitor,1,379.99,2019-01-15 18:05:00,January,379.99,6076,305,842,3,34in Ultra
142245,Macbook Pro Laptop,1,1700.0,2019-01-15 18:07:00,January,1700.0,4645,233,636,13,Macbook Pr
147409,AAA Batteries (4-pack),1,2.99,2019-01-15 18:08:00,January,2.99,30487,1562,4188,5,AAA Batter
146402,Macbook Pro Laptop,1,1700.0,2019-01-15 18:13:00,January,1700.0,4645,233,636,13,Macbook Pr
146173,Bose SoundSport Headphones,1,99.99,2019-01-15 18:16:00,January,99.99,13236,644,1807,7,Bose Sound
146293,27in FHD Monitor,1,149.99,2019-01-15 18:18:00,January,149.99,7429,412,950,2,27in FHD M
145563,AAA Batteries (4-pack),1,2.99,2019-01-15 18:20:00,January,2.99,30487,1562,4188,5,AAA Batter
145834,Bose SoundSport Headphones,1,99.99,2019-01-15 18:24:00,January,99.99,13236,644,1807,7,Bose Sound
142242,USB-C Charging Cable,1,11.95,2019-01-15 18:26:00,January,11.95,23555,1265,3200,15,USB-C Char
149960,USB-C Charging Cable,1,11.95,2019-01-15 18:31:00,January,11.95,23555,1265,3200,15,USB-C Char
145703,AA Batteries (4-pack),1,3.84,2019-01-15 18:32:00,January,3.84,27148,1398,3672,4,AA Batteri
150303,iPhone,1,700.0,2019-01-15 18:33:00,January,700.0,6732,372,895,18,iPhone
150303,Lightning Charging Cable,1,14.95,2019-01-15 18:33:00,January,14.95,22841,1132,3052,12,Lightning 
148491,USB-C Charging Cable,1,11.95,2019-01-15 18:36:00,January,11.95,23555,1265,3200,15,USB-C Char
147139,Wired Headphones,1,11.99,2019-01-15 18:38:00,January,11.99,20201,1057,2714,17,Wired Head
147139,Apple Airpods Headphones,2,150.0,2019-01-15 18:38:00,January,300.0,15383,798,2057,6,Apple Airp
148327,Bose SoundSport Headphones,1,99.99,2019-01-15 18:39:00,January,99.99,13236,644,1807,7,Bose Sound
147338,USB-C Charging Cable,1,11.95,2019-01-15 18:39:00,January,11.95,23555,1265,3200,15,USB-C Char
146982,USB-C Charging Cable,1,11.95,2019-01-15 18:52:00,January,11.95,23555,1265,3200,15,USB-C Char
146982,Google Phone,1,600.0,2019-01-15 18:52:00,January,600.0,5440,312,706,9,Google Pho
146527,AAA Batteries (4-pack),1,2.99,2019-01-15 18:55:00,January,2.99,30487,1562,4188,5,AAA Batter
142470,34in Ultrawide Monitor,1,379.99,2019-01-15 18:55:00,January,379.99,6076,305,842,3,34in Ultra
148028,Lightning Charging Cable,1,14.95,2019-01-15 18:56:00,January,14.95,22841,1132,3052,12,Lightning 
148028,iPhone,1,700.0,2019-01-15 18:56:00,January,700.0,6732,372,895,18,iPhone
147586,Lightning Charging Cable,1,14.95,2019-01-15 18:58:00,January,14.95,22841,1132,3052,12,Lightning 
148629,Wired Headphones,1,11.99,2019-01-15 18:59:00,January,11.99,20201,1057,2714,17,Wired Head
145127,Wired Headphones,1,11.99,2019-01-15 18:59:00,January,11.99,20201,1057,2714,17,Wired Head
145447,AA Batteries (4-pack),2,3.84,2019-01-15 19:06:00,January,7.68,27148,1398,3672,4,AA Batteri
142355,iPhone,1,700.0,2019-01-15 19:07:00,January,700.0,6732,372,895,18,iPhone
146017,Flatscreen TV,1,300.0,2019-01-15 19:09:00,January,300.0,4724,240,657,8,Flatscreen
148806,Flatscreen TV,1,300.0,2019-01-15 19:14:00,January,300.0,4724,240,657,8,Flatscreen
149510,AA Batteries (4-pack),1,3.84,2019-01-15 19:16:00,January,3.84,27148,1398,3672,4,AA Batteri
141443,Lightning Charging Cable,1,14.95,2019-01-15 19:22:00,January,14.95,22841,1132,3052,12,Lightning 
141753,USB-C Charging Cable,2,11.95,2019-01-15 19:30:00,January,23.9,23555,1265,3200,15,USB-C Char
145407,USB-C Charging Cable,1,11.95,2019-01-15 19:32:00,January,11.95,23555,1265,3200,15,USB-C Char
148219,USB-C Charging Cable,1,11.95,2019-01-15 19:42:00,January,11.95,23555,1265,3200,15,USB-C Char
144212,Google Phone,2,600.0,2019-01-15 19:48:00,January,1200.0,5440,312,706,9,Google Pho
141968,Flatscreen TV,1,300.0,2019-01-15 19:50:00,January,300.0,4724,240,657,8,Flatscreen
142597,AA Batteries (4-pack),1,3.84,2019-01-15 19:51:00,January,3.84,27148,1398,3672,4,AA Batteri
150429,Macbook Pro Laptop,1,1700.0,2019-01-15 19:54:00,January,1700.0,4645,233,636,13,Macbook Pr
142598,Flatscreen TV,1,300.0,2019-01-15 19:55:00,January,300.0,4724,240,657,8,Flatscreen
144880,AA Batteries (4-pack),1,3.84,2019-01-15 19:59:00,January,3.84,27148,1398,3672,4,AA Batteri
149414,AA Batteries (4-pack),1,3.84,2019-01-15 20:02:00,January,3.84,27148,1398,3672,4,AA Batteri
147767,Vareebadd Phone,1,400.0,2019-01-15 20:08:00,January,400.0,2023,124,279,16,Vareebadd 
141433,Google Phone,1,600.0,2019-01-15 20:08:00,January,600.0,5440,312,706,9,Google Pho
145489,iPhone,1,700.0,2019-01-15 20:09:00,January,700.0,6732,372,895,18,iPhone
142687,USB-C Charging Cable,1,11.95,2019-01-15 20:09:00,January,11.95,23555,1265,3200,15,USB-C Char
146807,ThinkPad Laptop,1,999.99,2019-01-15 20:11:00,January,999.99,4054,214,531,14,ThinkPad L
148871,USB-C Charging Cable,1,11.95,2019-01-15 20:13:00,January,11.95,23555,1265,3200,15,USB-C Char
141861,27in FHD Monitor,1,149.99,2019-01-15 20:15:00,January,149.99,7429,412,950,2,27in FHD M
145477,AAA Batteries (4-pack),2,2.99,2019-01-15 20:15:00,January,5.98,30487,1562,4188,5,AAA Batter
145971,USB-C Charging Cable,1,11.95,2019-01-15 20:15:00,January,11.95,23555,1265,3200,15,USB-C Char
144260,Google Phone,1,600.0,2019-01-15 20:20:00,January,600.0,5440,312,706,9,Google Pho
150481,Flatscreen TV,1,300.0,2019-01-15 20:22:00,January,300.0,4724,240,657,8,Flatscreen
146944,Google Phone,1,600.0,2019-01-15 20:24:00,January,600.0,5440,312,706,9,Google Pho
149388,USB-C Charging Cable,1,11.95,2019-01-15 20:25:00,January,11.95,23555,1265,3200,15,USB-C Char
149478,20in Monitor,1,109.99,2019-01-15 20:26:00,January,109.99,4058,216,563,0,20in Monit
145585,Lightning Charging Cable,1,14.95,2019-01-15 20:30:00,January,14.95,22841,1132,3052,12,Lightning 
147169,Bose SoundSport Headphones,1,99.99,2019-01-15 20:32:00,January,99.99,13236,644,1807,7,Bose Sound
143557,AA Batteries (4-pack),1,3.84,2019-01-15 20:33:00,January,3.84,27148,1398,3672,4,AA Batteri
144082,AA Batteries (4-pack),1,3.84,2019-01-15 20:33:00,January,3.84,27148,1398,3672,4,AA Batteri
149945,AAA Batteries (4-pack),2,2.99,2019-01-15 20:40:00,January,5.98,30487,1562,4188,5,AAA Batter
149090,USB-C Charging Cable,1,11.95,2019-01-15 20:42:00,January,11.95,23555,1265,3200,15,USB-C Char
144327,20in Monitor,1,109.99,2019-01-15 20:42:00,January,109.99,4058,216,563,0,20in Monit
148231,iPhone,1,700.0,2019-01-15 20:43:00,January,700.0,6732,372,895,18,iPhone
147848,Macbook Pro Laptop,1,1700.0,2019-01-15 20:44:00,January,1700.0,4645,233,636,13,Macbook Pr
147014,AAA Batteries (4-pack),2,2.99,2019-01-15 20:48:00,January,5.98,30487,1562,4188,5,AAA Batter
148199,USB-C Charging Cable,1,11.95,2019-01-15 20:55:00,January,11.95,23555,1265,3200,15,USB-C Char
145294,AA Batteries (4-pack),1,3.84,2019-01-15 20:57:00,January,3.84,27148,1398,3672,4,AA Batteri
150331,Bose SoundSport Headphones,1,99.99,2019-01-15 20:57:00,January,99.99,13236,644,1807,7,Bose Sound
147634,AA Batteries (4-pack),1,3.84,2019-01-15 21:07:00,January,3.84,27148,1398,3672,4,AA Batteri
145726,Apple Airpods Headphones,1,150.0,2019-01-15 21:07:00,January,150.0,15383,798,2057,6,Apple Airp
142328,Lightning Charging Cable,1,14.95,2019-01-15 21:10:00,January,14.95,22841,1132,3052,12,Lightning 
141787,Apple Airpods Headphones,1,150.0,2019-01-15 21:11:00,January,150.0,15383,798,2057,6,Apple Airp
141447,AAA Batteries (4-pack),1,2.99,2019-01-15 21:14:00,January,2.99,30487,1562,4188,5,AAA Batter
142235,AA Batteries (4-pack),1,3.84,2019-01-15 21:15:00,January,3.84,27148,1398,3672,4,AA Batteri
148239,Macbook Pro Laptop,1,1700.0,2019-01-15 21:20:00,January,1700.0,4645,233,636,13,Macbook Pr
144680,AAA Batteries (4-pack),1,2.99,2019-01-15 21:21:00,January,2.99,30487,1562,4188,5,AAA Batter
143358,Apple Airpods Headphones,1,150.0,2019-01-15 21:27:00,January,150.0,15383,798,2057,6,Apple Airp
144236,27in FHD Monitor,1,149.99,2019-01-15 21:27:00,January,149.99,7429,412,950,2,27in FHD M
145362,Lightning Charging Cable,1,14.95,2019-01-15 21:32:00,January,14.95,22841,1132,3052,12,Lightning 
142169,AAA Batteries (4-pack),4,2.99,2019-01-15 21:39:00,January,11.96,30487,1562,4188,5,AAA Batter
145802,27in FHD Monitor,1,149.99,2019-01-15 21:39:00,January,149.99,7429,412,950,2,27in FHD M
141883,AA Batteries (4-pack),1,3.84,2019-01-15 21:42:00,January,3.84,27148,1398,3672,4,AA Batteri
143125,AAA Batteries (4-pack),1,2.99,2019-01-15 21:42:00,January,2.99,30487,1562,4188,5,AAA Batter
148849,34in Ultrawide Monitor,1,379.99,2019-01-15 21:45:00,January,379.99,6076,305,842,3,34in Ultra
143951,Apple Airpods Headphones,1,150.0,2019-01-15 21:45:00,January,150.0,15383,798,2057,6,Apple Airp
148929,20in Monitor,1,109.99,2019-01-15 21:56:00,January,109.99,4058,216,563,0,20in Monit
145027,Wired Headphones,1,11.99,2019-01-15 22:00:00,January,11.99,20201,1057,2714,17,Wired Head
143409,Lightning Charging Cable,1,14.95,2019-01-15 22:10:00,January,14.95,22841,1132,3052,12,Lightning 
149329,Bose SoundSport Headphones,1,99.99,2019-01-15 22:21:00,January,99.99,13236,644,1807,7,Bose Sound
141696,Vareebadd Phone,1,400.0,2019-01-15 22:33:00,January,400.0,2023,124,279,16,Vareebadd 
142269,Wired Headphones,1,11.99,2019-01-15 22:46:00,January,11.99,20201,1057,2714,17,Wired Head
150404,Vareebadd Phone,1,400.0,2019-01-15 22:46:00,January,400.0,2023,124,279,16,Vareebadd 
141969,27in FHD Monitor,1,149.99,2019-01-15 22:50:00,January,149.99,7429,412,950,2,27in FHD M
144503,Apple Airpods Headphones,1,150.0,2019-01-15 22:54:00,January,150.0,15383,798,2057,6,Apple Airp
144503,iPhone,1,700.0,2019-01-15 22:54:00,January,700.0,6732,372,895,18,iPhone
148986,Lightning Charging Cable,1,14.95,2019-01-15 22:56:00,January,14.95,22841,1132,3052,12,Lightning 
146115,Lightning Charging Cable,1,14.95,2019-01-15 23:11:00,January,14.95,22841,1132,3052,12,Lightning 
143276,USB-C Charging Cable,1,11.95,2019-01-15 23:17:00,January,11.95,23555,1265,3200,15,USB-C Char
150323,Apple Airpods Headphones,1,150.0,2019-01-15 23:31:00,January,150.0,15383,798,2057,6,Apple Airp
150323,USB-C Charging Cable,1,11.95,2019-01-15 23:31:00,January,11.95,23555,1265,3200,15,USB-C Char
150323,Google Phone,1,600.0,2019-01-15 23:31:00,January,600.0,5440,312,706,9,Google Pho
143370,ThinkPad Laptop,1,999.99,2019-01-15 23:39:00,January,999.99,4054,214,531,14,ThinkPad L
142900,AA Batteries (4-pack),2,3.84,2019-01-15 23:43:00,January,7.68,27148,1398,3672,4,AA Batteri
143207,AA Batteries (4-pack),1,3.84,2019-01-15 23:54:00,January,3.84,27148,1398,3672,4,AA Batteri
148652,USB-C Charging Cable,1,11.95,2019-01-16 00:08:00,January,11.95,23555,1265,3200,15,USB-C Char
147769,Bose SoundSport Headphones,1,99.99,2019-01-16 00:18:00,January,99.99,13236,644,1807,7,Bose Sound
149003,Lightning Charging Cable,1,14.95,2019-01-16 00:59:00,January,14.95,22841,1132,3052,12,Lightning 
147534,AA Batteries (4-pack),1,3.84,2019-01-16 01:51:00,January,3.84,27148,1398,3672,4,AA Batteri
148368,USB-C Charging Cable,1,11.95,2019-01-16 01:56:00,January,11.95,23555,1265,3200,15,USB-C Char
146680,Bose SoundSport Headphones,1,99.99,2019-01-16 02:11:00,January,99.99,13236,644,1807,7,Bose Sound
144154,Wired Headphones,1,11.99,2019-01-16 02:36:00,January,11.99,20201,1057,2714,17,Wired Head
142806,AA Batteries (4-pack),1,3.84,2019-01-16 04:19:00,January,3.84,27148,1398,3672,4,AA Batteri
145306,Apple Airpods Headphones,1,150.0,2019-01-16 05:13:00,January,150.0,15383,798,2057,6,Apple Airp
141697,Lightning Charging Cable,1,14.95,2019-01-16 05:50:00,January,14.95,22841,1132,3052,12,Lightning 
150071,USB-C Charging Cable,1,11.95,2019-01-16 06:07:00,January,11.95,23555,1265,3200,15,USB-C Char
148902,AAA Batteries (4-pack),2,2.99,2019-01-16 06:37:00,January,5.98,30487,1562,4188,5,AAA Batter
143437,27in FHD Monitor,1,149.99,2019-01-16 06:43:00,January,149.99,7429,412,950,2,27in FHD M
142252,USB-C Charging Cable,1,11.95,2019-01-16 06:49:00,January,11.95,23555,1265,3200,15,USB-C Char
141951,ThinkPad Laptop,1,999.99,2019-01-16 06:54:00,January,999.99,4054,214,531,14,ThinkPad L
149957,AA Batteries (4-pack),1,3.84,2019-01-16 07:57:00,January,3.84,27148,1398,3672,4,AA Batteri
147054,Apple Airpods Headphones,1,150.0,2019-01-16 07:58:00,January,150.0,15383,798,2057,6,Apple Airp
143123,Flatscreen TV,1,300.0,2019-01-16 08:03:00,January,300.0,4724,240,657,8,Flatscreen
146812,ThinkPad Laptop,1,999.99,2019-01-16 08:20:00,January,999.99,4054,214,531,14,ThinkPad L
146280,Bose SoundSport Headphones,1,99.99,2019-01-16 08:28:00,January,99.99,13236,644,1807,7,Bose Sound
142424,Lightning Charging Cable,1,14.95,2019-01-16 08:28:00,January,14.95,22841,1132,3052,12,Lightning 
142792,34in Ultrawide Monitor,1,379.99,2019-01-16 08:31:00,January,379.99,6076,305,842,3,34in Ultra
144398,34in Ultrawide Monitor,1,379.99,2019-01-16 08:32:00,January,379.99,6076,305,842,3,34in Ultra
147405,AA Batteries (4-pack),1,3.84,2019-01-16 08:43:00,January,3.84,27148,1398,3672,4,AA Batteri
144481,34in Ultrawide Monitor,1,379.99,2019-01-16 08:48:00,January,379.99,6076,305,842,3,34in Ultra
147152,AAA Batteries (4-pack),1,2.99,2019-01-16 08:57:00,January,2.99,30487,1562,4188,5,AAA Batter
146576,AA Batteries (4-pack),1,3.84,2019-01-16 09:02:00,January,3.84,27148,1398,3672,4,AA Batteri
149183,Google Phone,1,600.0,2019-01-16 09:02:00,January,600.0,5440,312,706,9,Google Pho
142266,AA Batteries (4-pack),4,3.84,2019-01-16 09:04:00,January,15.36,27148,1398,3672,4,AA Batteri
147994,27in 4K Gaming Monitor,1,389.99,2019-01-16 09:08:00,January,389.99,6134,308,851,1,27in 4K Ga
145980,34in Ultrawide Monitor,1,379.99,2019-01-16 09:11:00,January,379.99,6076,305,842,3,34in Ultra
145211,AAA Batteries (4-pack),4,2.99,2019-01-16 09:13:00,January,11.96,30487,1562,4188,5,AAA Batter
146189,AAA Batteries (4-pack),1,2.99,2019-01-16 09:27:00,January,2.99,30487,1562,4188,5,AAA Batter
149322,Bose SoundSport Headphones,1,99.99,2019-01-16 09:32:00,January,99.99,13236,644,1807,7,Bose Sound
148726,34in Ultrawide Monitor,1,379.99,2019-01-16 09:35:00,January,379.99,6076,305,842,3,34in Ultra
142494,Bose SoundSport Headphones,1,99.99,2019-01-16 09:35:00,January,99.99,13236,644,1807,7,Bose Sound
146004,ThinkPad Laptop,1,999.99,2019-01-16 09:36:00,January,999.99,4054,214,531,14,ThinkPad L
144287,Wired Headphones,1,11.99,2019-01-16 09:45:00,January,11.99,20201,1057,2714,17,Wired Head
150043,AA Batteries (4-pack),2,3.84,2019-01-16 09:54:00,January,7.68,27148,1398,3672,4,AA Batteri
145873,Bose SoundSport Headphones,1,99.99,2019-01-16 09:57:00,January,99.99,13236,644,1807,7,Bose Sound
146677,Apple Airpods Headphones,1,150.0,2019-01-16 09:57:00,January,150.0,15383,798,2057,6,Apple Airp
145873,USB-C Charging Cable,1,11.95,2019-01-16 09:57:00,January,11.95,23555,1265,3200,15,USB-C Char
147610,Bose SoundSport Headphones,1,99.99,2019-01-16 09:58:00,January,99.99,13236,644,1807,7,Bose Sound
141627,Flatscreen TV,1,300.0,2019-01-16 10:02:00,January,300.0,4724,240,657,8,Flatscreen
143223,Bose SoundSport Headphones,1,99.99,2019-01-16 10:05:00,January,99.99,13236,644,1807,7,Bose Sound
146787,Apple Airpods Headphones,1,150.0,2019-01-16 10:08:00,January,150.0,15383,798,2057,6,Apple Airp
142171,Wired Headphones,1,11.99,2019-01-16 10:11:00,January,11.99,20201,1057,2714,17,Wired Head
143697,AA Batteries (4-pack),1,3.84,2019-01-16 10:12:00,January,3.84,27148,1398,3672,4,AA Batteri
147396,Lightning Charging Cable,3,14.95,2019-01-16 10:17:00,January,44.85,22841,1132,3052,12,Lightning 
148534,27in 4K Gaming Monitor,1,389.99,2019-01-16 10:19:00,January,389.99,6134,308,851,1,27in 4K Ga
144027,AA Batteries (4-pack),1,3.84,2019-01-16 10:20:00,January,3.84,27148,1398,3672,4,AA Batteri
142034,Apple Airpods Headphones,1,150.0,2019-01-16 10:27:00,January,150.0,15383,798,2057,6,Apple Airp
145085,iPhone,1,700.0,2019-01-16 10:27:00,January,700.0,6732,372,895,18,iPhone
147156,AAA Batteries (4-pack),1,2.99,2019-01-16 10:29:00,January,2.99,30487,1562,4188,5,AAA Batter
145543,USB-C Charging Cable,1,11.95,2019-01-16 10:34:00,January,11.95,23555,1265,3200,15,USB-C Char
143341,ThinkPad Laptop,1,999.99,2019-01-16 10:35:00,January,999.99,4054,214,531,14,ThinkPad L
150074,AAA Batteries (4-pack),1,2.99,2019-01-16 10:35:00,January,2.99,30487,1562,4188,5,AAA Batter
